Year,Surface Water Temp,Reservoir,Watershed,Type,Month
1990,26.8216,CRR,Forest,For,August
1991,26.617475,CRR,Forest,For,August
1992,25.35359,CRR,Forest,For,August
1993,27.56961,CRR,Forest,For,August
1994,25.93165,CRR,Forest,For,August
1995,28.98903,CRR,Forest,For,August
1996,27.27415,CRR,Forest,For,August
1997,26.8267,CRR,Forest,For,August
1998,27.89961,CRR,Forest,For,August
1999,27.27111667,CRR,Forest,For,August
2000,27.21835,CRR,Forest,For,August
2001,27.91359,CRR,Forest,For,August
2002,28.1875,CRR,Forest,For,August
2003,27.1392,CRR,Forest,For,August
2004,25.85981,CRR,Forest,For,August
2005,27.78165,CRR,Forest,For,August
2006,27.77437,CRR,Forest,For,August
2007,27.99689,CRR,Forest,For,August
2008,25.957525,CRR,Forest,For,August
2009,26.959225,CRR,Forest,For,August
2010,28.3591,CRR,Forest,For,August
2012,27.03785,CRR,Forest,For,August
2015,28.09805,CRR,Forest,For,August
2016,29.03608333,CRR,Forest,For,August
2017,28.37815,CRR,Forest,For,August
2018,27.73495,CRR,Forest,For,August
1989,26.01717,EFR,Ag_Strat,Ag,August
1990,26.5424,EFR,Ag_Strat,Ag,August
1991,26.498375,EFR,Ag_Strat,Ag,August
1992,26.04565,EFR,Ag_Strat,Ag,August
1993,26.53631,EFR,Ag_Strat,Ag,August
1994,25.651625,EFR,Ag_Strat,Ag,August
1995,29.52065,EFR,Ag_Strat,Ag,August
1996,27.55055,EFR,Ag_Strat,Ag,August
1997,26.77065,EFR,Ag_Strat,Ag,August
1998,27.485325,EFR,Ag_Strat,Ag,August
1999,27.31979,EFR,Ag_Strat,Ag,August
2000,26.7511,EFR,Ag_Strat,Ag,August
2001,28.25891,EFR,Ag_Strat,Ag,August
2002,28.152725,EFR,Ag_Strat,Ag,August
2003,27.5212,EFR,Ag_Strat,Ag,August
2004,25.58979,EFR,Ag_Strat,Ag,August
2005,28.6971,EFR,Ag_Strat,Ag,August
2006,30.46555,EFR,Ag_Strat,Ag,August
2007,27.77175,EFR,Ag_Strat,Ag,August
2008,26.08151667,EFR,Ag_Strat,Ag,August
2009,27.83878333,EFR,Ag_Strat,Ag,August
2010,29.14491667,EFR,Ag_Strat,Ag,August
2012,27.33375,EFR,Ag_Strat,Ag,August
2013,26.97505,EFR,Ag_Strat,Ag,August
2014,25.59455,EFR,Ag_Strat,Ag,August
2015,26.86525,EFR,Ag_Strat,Ag,August
2016,28.83585,EFR,Ag_Strat,Ag,August
2017,25.8098,EFR,Ag_Strat,Ag,August
2018,26.89675,EFR,Ag_Strat,Ag,August
1989,26.3839,GRR,Ag_Strat,Ag,August
1990,26.8732,GRR,Ag_Strat,Ag,August
1991,26.5625,GRR,Ag_Strat,Ag,August
1992,24.2785,GRR,Ag_Strat,Ag,August
1993,28.25785,GRR,Ag_Strat,Ag,August
1994,26.71965,GRR,Ag_Strat,Ag,August
1995,29.9964,GRR,Ag_Strat,Ag,August
1996,27.3875,GRR,Ag_Strat,Ag,August
1997,26.9393,GRR,Ag_Strat,Ag,August
1998,27.916075,GRR,Ag_Strat,Ag,August
1999,27.99211,GRR,Ag_Strat,Ag,August
2000,27.16071,GRR,Ag_Strat,Ag,August
2001,28.84501,GRR,Ag_Strat,Ag,August
2002,28.571425,GRR,Ag_Strat,Ag,August
2003,28.38928333,GRR,Ag_Strat,Ag,August
2004,26.5381,GRR,Ag_Strat,Ag,August
2005,28.905375,GRR,Ag_Strat,Ag,August
2006,28.466025,GRR,Ag_Strat,Ag,August
2007,29.7607,GRR,Ag_Strat,Ag,August
2008,27.7018,GRR,Ag_Strat,Ag,August
2009,27.78926667,GRR,Ag_Strat,Ag,August
2010,29.88785,GRR,Ag_Strat,Ag,August
2015,27.1642,GRR,Ag_Strat,Ag,August
2016,29.79876667,GRR,Ag_Strat,Ag,August
2017,27.83215,GRR,Ag_Strat,Ag,August
2018,28.12885,GRR,Ag_Strat,Ag,August
1989,24.32599,HTR,Ag_No_Strat,Ag,August
1990,25.16015,HTR,Ag_No_Strat,Ag,August
1991,25.1026,HTR,Ag_No_Strat,Ag,August
1992,25.12895,HTR,Ag_No_Strat,Ag,August
1993,28.50701667,HTR,Ag_No_Strat,Ag,August
1995,28.0943,HTR,Ag_No_Strat,Ag,August
1996,24.76203,HTR,Ag_No_Strat,Ag,August
1997,23.26048333,HTR,Ag_No_Strat,Ag,August
1998,24.83885,HTR,Ag_No_Strat,Ag,August
1999,26.7995,HTR,Ag_No_Strat,Ag,August
2000,25.45998333,HTR,Ag_No_Strat,Ag,August
2001,27.37301667,HTR,Ag_No_Strat,Ag,August
2002,27.89505,HTR,Ag_No_Strat,Ag,August
2004,22.95495,HTR,Ag_No_Strat,Ag,August
2005,27.79001667,HTR,Ag_No_Strat,Ag,August
2006,26.6599,HTR,Ag_No_Strat,Ag,August
2007,27.4406,HTR,Ag_No_Strat,Ag,August
2008,25.47995,HTR,Ag_No_Strat,Ag,August
2009,23.82978333,HTR,Ag_No_Strat,Ag,August
2010,26.44975,HTR,Ag_No_Strat,Ag,August
2015,24.9557,HTR,Ag_No_Strat,Ag,August
2016,26.51361667,HTR,Ag_No_Strat,Ag,August
2017,24.03515,HTR,Ag_No_Strat,Ag,August
2018,24.67701667,HTR,Ag_No_Strat,Ag,August
1989,25.6658,MNR,Forest,For,August
1990,25.2467,MNR,Forest,For,August
1991,25.0776,MNR,Forest,For,August
1992,25.6704,MNR,Forest,For,August
1993,26.9901,MNR,Forest,For,August
1994,26.19844,MNR,Forest,For,August
1995,30.3355,MNR,Forest,For,August
1996,27.8257,MNR,Forest,For,August
1997,26.0862,MNR,Forest,For,August
1998,27.8204,MNR,Forest,For,August
1999,27.03953333,MNR,Forest,For,August
2000,27.41844,MNR,Forest,For,August
2001,28.47844,MNR,Forest,For,August
2002,28.0566,MNR,Forest,For,August
2003,27.9724,MNR,Forest,For,August
2004,25.757,MNR,Forest,For,August
2005,28.55212,MNR,Forest,For,August
2006,28.2658,MNR,Forest,For,August
2007,28.5358,MNR,Forest,For,August
2008,27.32553333,MNR,Forest,For,August
2009,27.21364,MNR,Forest,For,August
2010,29.5467,MNR,Forest,For,August
2012,25.687,MNR,Forest,For,August
2013,26.3922,MNR,Forest,For,August
2014,29.2818,MNR,Forest,For,August
2015,27.129,MNR,Forest,For,August
2016,28.63588,MNR,Forest,For,August
2017,26.9538,MNR,Forest,For,August
2018,27.1368,MNR,Forest,For,August
1989,24.6502,MSR,Ag_No_Strat,Ag,August
1990,23.8751,MSR,Ag_No_Strat,Ag,August
1991,23.6,MSR,Ag_No_Strat,Ag,August
1992,22.6164,MSR,Ag_No_Strat,Ag,August
1993,25.50384,MSR,Ag_No_Strat,Ag,August
1995,28.444,MSR,Ag_No_Strat,Ag,August
1996,26.1032,MSR,Ag_No_Strat,Ag,August
1997,25.4937,MSR,Ag_No_Strat,Ag,August
1998,26.088,MSR,Ag_No_Strat,Ag,August
1999,25.95613333,MSR,Ag_No_Strat,Ag,August
2000,25.29786667,MSR,Ag_No_Strat,Ag,August
2001,27.0498,MSR,Ag_No_Strat,Ag,August
2002,26.7432,MSR,Ag_No_Strat,Ag,August
2003,25.5128,MSR,Ag_No_Strat,Ag,August
2004,24.2748,MSR,Ag_No_Strat,Ag,August
2005,28.64746667,MSR,Ag_No_Strat,Ag,August
2006,26.0444,MSR,Ag_No_Strat,Ag,August
2007,27.08328,MSR,Ag_No_Strat,Ag,August
2008,25.7564,MSR,Ag_No_Strat,Ag,August
2009,24.99773333,MSR,Ag_No_Strat,Ag,August
2010,27.7002,MSR,Ag_No_Strat,Ag,August
2015,23.9948,MSR,Ag_No_Strat,Ag,August
2016,26.13586667,MSR,Ag_No_Strat,Ag,August
2017,25.044,MSR,Ag_No_Strat,Ag,August
2018,26.43726667,MSR,Ag_No_Strat,Ag,August
1989,27.423325,NRR,Ag_No_Strat,Ag,August
1990,27.442125,NRR,Ag_No_Strat,Ag,August
1991,27.96386429,NRR,Ag_No_Strat,Ag,August
1992,26.11555,NRR,Ag_No_Strat,Ag,August
1993,28.59185,NRR,Ag_No_Strat,Ag,August
1994,24.94065,NRR,Ag_No_Strat,Ag,August
1995,27.4249,NRR,Ag_No_Strat,Ag,August
1996,24.97563,NRR,Ag_No_Strat,Ag,August
1997,22.5313,NRR,Ag_No_Strat,Ag,August
1998,22.71429,NRR,Ag_No_Strat,Ag,August
1999,28.31791154,NRR,Ag_No_Strat,Ag,August
2000,27.6749,NRR,Ag_No_Strat,Ag,August
2001,28.68689,NRR,Ag_No_Strat,Ag,August
2002,28.807775,NRR,Ag_No_Strat,Ag,August
2003,28.79343182,NRR,Ag_No_Strat,Ag,August
2004,26.43933,NRR,Ag_No_Strat,Ag,August
2005,29.3002,NRR,Ag_No_Strat,Ag,August
2006,28.5625,NRR,Ag_No_Strat,Ag,August
2007,28.738975,NRR,Ag_No_Strat,Ag,August
2008,27.7938,NRR,Ag_No_Strat,Ag,August
2009,26.82429,NRR,Ag_No_Strat,Ag,August
2010,29.52807,NRR,Ag_No_Strat,Ag,August
2013,26.92225,NRR,Ag_No_Strat,Ag,August
2014,26.78485,NRR,Ag_No_Strat,Ag,August
2015,27.6494,NRR,Ag_No_Strat,Ag,August
2016,29.5878,NRR,Ag_No_Strat,Ag,August
2017,27.76178333,NRR,Ag_No_Strat,Ag,August
2018,28.48915,NRR,Ag_No_Strat,Ag,August
1989,26.9662,PRR,Forest,For,August
1990,26.2838,PRR,Forest,For,August
1991,26.9026,PRR,Forest,For,August
1992,25.4134,PRR,Forest,For,August
1993,28.2676,PRR,Forest,For,August
1994,27.61564,PRR,Forest,For,August
1995,30.6462,PRR,Forest,For,August
1996,27.3238,PRR,Forest,For,August
1997,25.7736,PRR,Forest,For,August
1998,27.95,PRR,Forest,For,August
1999,27.6507,PRR,Forest,For,August
2000,27.32196,PRR,Forest,For,August
2001,28.2141,PRR,Forest,For,August
2002,28.17212,PRR,Forest,For,August
2003,28.3456,PRR,Forest,For,August
2004,26.5727,PRR,Forest,For,August
2005,28.4062,PRR,Forest,For,August
2006,29.10732,PRR,Forest,For,August
2007,28.85732,PRR,Forest,For,August
2008,27.9081,PRR,Forest,For,August
2009,27.77564,PRR,Forest,For,August
2010,32.5566,PRR,Forest,For,August
2013,27.3106,PRR,Forest,For,August
2014,30.2726,PRR,Forest,For,August
2015,26.6402,PRR,Forest,For,August
2016,30.781,PRR,Forest,For,August
2017,26.8736,PRR,Forest,For,August
2018,28.4162,PRR,Forest,For,August
1989,27.6406,RRR,Ag_Strat,Ag,August
1990,27.3078,RRR,Ag_Strat,Ag,August
1991,27.425,RRR,Ag_Strat,Ag,August
1992,26.5192,RRR,Ag_Strat,Ag,August
1993,28.57933333,RRR,Ag_Strat,Ag,August
1994,26.7836,RRR,Ag_Strat,Ag,August
1995,30.1906,RRR,Ag_Strat,Ag,August
1996,27.7625,RRR,Ag_Strat,Ag,August
1997,26.7297,RRR,Ag_Strat,Ag,August
1998,28.6992,RRR,Ag_Strat,Ag,August
1999,28.15,RRR,Ag_Strat,Ag,August
2000,28.2404,RRR,Ag_Strat,Ag,August
2001,29.244,RRR,Ag_Strat,Ag,August
2002,28.3898,RRR,Ag_Strat,Ag,August
2003,28.5976,RRR,Ag_Strat,Ag,August
2004,27.6492,RRR,Ag_Strat,Ag,August
2005,29.1216,RRR,Ag_Strat,Ag,August
2006,29.9398,RRR,Ag_Strat,Ag,August
2007,29.7922,RRR,Ag_Strat,Ag,August
2008,28.0456,RRR,Ag_Strat,Ag,August
2009,28.6992,RRR,Ag_Strat,Ag,August
2010,30.1664,RRR,Ag_Strat,Ag,August
2016,30.646,RRR,Ag_Strat,Ag,August
2017,28.7763,RRR,Ag_Strat,Ag,August
2018,28.5599,RRR,Ag_Strat,Ag,August
1989,25.4226,SRR,Ag_No_Strat,Ag,August
1990,24.308,SRR,Ag_No_Strat,Ag,August
1991,25.558,SRR,Ag_No_Strat,Ag,August
1992,24.4677,SRR,Ag_No_Strat,Ag,August
1993,27.2059,SRR,Ag_No_Strat,Ag,August
1995,29.2517,SRR,Ag_No_Strat,Ag,August
1996,25.17264,SRR,Ag_No_Strat,Ag,August
1998,25.7424,SRR,Ag_No_Strat,Ag,August
1999,26.9194,SRR,Ag_No_Strat,Ag,August
2000,25.7017,SRR,Ag_No_Strat,Ag,August
2001,26.6972,SRR,Ag_No_Strat,Ag,August
2002,26.64746667,SRR,Ag_No_Strat,Ag,August
2003,26.81,SRR,Ag_No_Strat,Ag,August
2004,24.916,SRR,Ag_No_Strat,Ag,August
2005,28.1906,SRR,Ag_No_Strat,Ag,August
2006,26.8792,SRR,Ag_No_Strat,Ag,August
2007,26.6076,SRR,Ag_No_Strat,Ag,August
2008,25.29373333,SRR,Ag_No_Strat,Ag,August
2009,24.4184,SRR,Ag_No_Strat,Ag,August
2010,26.9882,SRR,Ag_No_Strat,Ag,August
2015,24.2508,SRR,Ag_No_Strat,Ag,August
2016,27.6778,SRR,Ag_No_Strat,Ag,August
2017,24.67086667,SRR,Ag_No_Strat,Ag,August
2018,25.9134,SRR,Ag_No_Strat,Ag,August
1989,26.5868,TAR,Ag_Strat,Ag,August
1990,26.82265,TAR,Ag_Strat,Ag,August
1991,27.1059,TAR,Ag_Strat,Ag,August
1992,25.5066,TAR,Ag_Strat,Ag,August
1993,28.12642,TAR,Ag_Strat,Ag,August
1994,26.43566,TAR,Ag_Strat,Ag,August
1995,29.88962,TAR,Ag_Strat,Ag,August
1996,27.7059,TAR,Ag_Strat,Ag,August
1997,25.8658,TAR,Ag_Strat,Ag,August
1998,28.26642,TAR,Ag_Strat,Ag,August
1999,28.54653333,TAR,Ag_Strat,Ag,August
2000,27.60685,TAR,Ag_Strat,Ag,August
2001,28.07595,TAR,Ag_Strat,Ag,August
2002,28.59302,TAR,Ag_Strat,Ag,August
2003,28.5283,TAR,Ag_Strat,Ag,August
2004,26.61485,TAR,Ag_Strat,Ag,August
2005,28.87434,TAR,Ag_Strat,Ag,August
2006,28.8993,TAR,Ag_Strat,Ag,August
2007,28.58982,TAR,Ag_Strat,Ag,August
2008,27.8051,TAR,Ag_Strat,Ag,August
2009,27.9706,TAR,Ag_Strat,Ag,August
2010,30.3283,TAR,Ag_Strat,Ag,August
2011,29.49765,TAR,Ag_Strat,Ag,August
2012,28.3,TAR,Ag_Strat,Ag,August
2015,27.7165,TAR,Ag_Strat,Ag,August
2016,30.2113,TAR,Ag_Strat,Ag,August
2017,26.97796667,TAR,Ag_Strat,Ag,August
2018,27.5802,TAR,Ag_Strat,Ag,August
1989,24.53283571,BHR,Forest,For,September
1990,24.9418,BHR,Forest,For,September
1991,26.4586,BHR,Forest,For,September
1992,23.847175,BHR,Forest,For,September
1993,25.2289,BHR,Forest,For,September
1994,23.9207,BHR,Forest,For,September
1995,24.198925,BHR,Forest,For,September
1996,24.99395,BHR,Forest,For,September
1997,24.47199,BHR,Forest,For,September
1998,27.07715,BHR,Forest,For,September
1999,26.2035,BHR,Forest,For,September
2000,24.7922,BHR,Forest,For,September
2001,25.4914,BHR,Forest,For,September
2002,25.84785,BHR,Forest,For,September
2003,24.9707,BHR,Forest,For,September
2004,23.5543,BHR,Forest,For,September
2005,26.45565,BHR,Forest,For,September
2006,25.08861667,BHR,Forest,For,September
2007,25.3422,BHR,Forest,For,September
2008,25.85761667,BHR,Forest,For,September
2009,24.57715,BHR,Forest,For,September
2010,25.29418333,BHR,Forest,For,September
2015,25.90295,BHR,Forest,For,September
2016,26.95331667,BHR,Forest,For,September
2017,24.0172,BHR,Forest,For,September
2018,27.4604,BHR,Forest,For,September
1989,25.3148,BRR,Ag_Strat,Ag,September
1990,25.7046,BRR,Ag_Strat,Ag,September
1991,26.12214,BRR,Ag_Strat,Ag,September
1992,24.9525,BRR,Ag_Strat,Ag,September
1993,25.4727,BRR,Ag_Strat,Ag,September
1995,25.0023,BRR,Ag_Strat,Ag,September
1996,24.7694,BRR,Ag_Strat,Ag,September
1997,24.7799,BRR,Ag_Strat,Ag,September
1998,27.2454,BRR,Ag_Strat,Ag,September
1999,25.2227,BRR,Ag_Strat,Ag,September
2000,25.56398,BRR,Ag_Strat,Ag,September
2001,25.9095,BRR,Ag_Strat,Ag,September
2002,26.92806667,BRR,Ag_Strat,Ag,September
2003,25.7799,BRR,Ag_Strat,Ag,September
2004,25.3899,BRR,Ag_Strat,Ag,September
2005,26.13542,BRR,Ag_Strat,Ag,September
2006,24.8023,BRR,Ag_Strat,Ag,September
2007,26.1223,BRR,Ag_Strat,Ag,September
2008,25.0799,BRR,Ag_Strat,Ag,September
2009,25.70662,BRR,Ag_Strat,Ag,September
2010,26.59642,BRR,Ag_Strat,Ag,September
2015,27.0127,BRR,Ag_Strat,Ag,September
2016,27.1051,BRR,Ag_Strat,Ag,September
2017,26.40703333,BRR,Ag_Strat,Ag,September
2018,27.6403,BRR,Ag_Strat,Ag,September
1989,22.757275,BVR,Ag_Strat,Ag,September
1990,24.08545,BVR,Ag_Strat,Ag,September
1991,23.93708333,BVR,Ag_Strat,Ag,September
1992,20.7041,BVR,Ag_Strat,Ag,September
1993,22.40373,BVR,Ag_Strat,Ag,September
1994,22.84775,BVR,Ag_Strat,Ag,September
1995,23.11865,BVR,Ag_Strat,Ag,September
1996,23.342725,BVR,Ag_Strat,Ag,September
1997,26.474075,BVR,Ag_Strat,Ag,September
1998,24.88558333,BVR,Ag_Strat,Ag,September
1999,23.4168,BVR,Ag_Strat,Ag,September
2000,22.9832,BVR,Ag_Strat,Ag,September
2001,23.78435,BVR,Ag_Strat,Ag,September
2002,24.68175,BVR,Ag_Strat,Ag,September
2003,24.26318333,BVR,Ag_Strat,Ag,September
2004,23.85771667,BVR,Ag_Strat,Ag,September
2005,25.4998,BVR,Ag_Strat,Ag,September
2006,22.40595,BVR,Ag_Strat,Ag,September
2007,24.66701,BVR,Ag_Strat,Ag,September
2008,23.99795,BVR,Ag_Strat,Ag,September
2009,23.47376667,BVR,Ag_Strat,Ag,September
2010,24.221825,BVR,Ag_Strat,Ag,September
2015,24.28505,BVR,Ag_Strat,Ag,September
2016,24.5455,BVR,Ag_Strat,Ag,September
2017,22.65678333,BVR,Ag_Strat,Ag,September
2018,24.23135,BVR,Ag_Strat,Ag,September
1989,21.05,CBR,Ag_No_Strat,Ag,September
1990,21.97926667,CBR,Ag_No_Strat,Ag,September
1991,22.00355,CBR,Ag_No_Strat,Ag,September
1992,20.94055,CBR,Ag_No_Strat,Ag,September
1993,21.57433,CBR,Ag_No_Strat,Ag,September
1994,20.8503,CBR,Ag_No_Strat,Ag,September
1995,23.0884,CBR,Ag_No_Strat,Ag,September
1996,21.58475,CBR,Ag_No_Strat,Ag,September
1997,21.95811,CBR,Ag_No_Strat,Ag,September
1998,23.45945,CBR,Ag_No_Strat,Ag,September
1999,21.9372,CBR,Ag_No_Strat,Ag,September
2000,22.33615,CBR,Ag_No_Strat,Ag,September
2001,21.68055,CBR,Ag_No_Strat,Ag,September
2002,23.85945,CBR,Ag_No_Strat,Ag,September
2003,22.22433,CBR,Ag_No_Strat,Ag,September
2004,22.719975,CBR,Ag_No_Strat,Ag,September
2005,23.548325,CBR,Ag_No_Strat,Ag,September
2006,21.95,CBR,Ag_No_Strat,Ag,September
2007,23.53165,CBR,Ag_No_Strat,Ag,September
2008,24.05051667,CBR,Ag_No_Strat,Ag,September
2009,22.76495,CBR,Ag_No_Strat,Ag,September
2010,22.194975,CBR,Ag_No_Strat,Ag,September
2014,23.22285,CBR,Ag_No_Strat,Ag,September
2015,22.87085,CBR,Ag_No_Strat,Ag,September
2016,24.84115,CBR,Ag_No_Strat,Ag,September
2017,22.62225,CBR,Ag_No_Strat,Ag,September
2018,24.259475,CBR,Ag_No_Strat,Ag,September
1989,22.2348,CCK,Ag_Strat,Ag,September
1990,23.475,CCK,Ag_Strat,Ag,September
1991,23.2828,CCK,Ag_Strat,Ag,September
1992,22.3424,CCK,Ag_Strat,Ag,September
1993,21.6376,CCK,Ag_Strat,Ag,September
1994,21.77976,CCK,Ag_Strat,Ag,September
1995,23.4022,CCK,Ag_Strat,Ag,September
1996,23.9739,CCK,Ag_Strat,Ag,September
1997,23.64024,CCK,Ag_Strat,Ag,September
1998,24.79152,CCK,Ag_Strat,Ag,September
1999,23.071,CCK,Ag_Strat,Ag,September
2000,23.2049,CCK,Ag_Strat,Ag,September
2001,23.4544,CCK,Ag_Strat,Ag,September
2002,25.67293333,CCK,Ag_Strat,Ag,September
2003,24.35186667,CCK,Ag_Strat,Ag,September
2004,23.7608,CCK,Ag_Strat,Ag,September
2005,24.90976,CCK,Ag_Strat,Ag,September
2006,22.72496,CCK,Ag_Strat,Ag,September
2007,24.43733333,CCK,Ag_Strat,Ag,September
2008,23.73976,CCK,Ag_Strat,Ag,September
2009,23.749,CCK,Ag_Strat,Ag,September
2010,23.05613333,CCK,Ag_Strat,Ag,September
2013,23.6556,CCK,Ag_Strat,Ag,September
2014,24.114,CCK,Ag_Strat,Ag,September
2015,22.9552,CCK,Ag_Strat,Ag,September
2016,25.09666667,CCK,Ag_Strat,Ag,September
2017,26.2686,CCK,Ag_Strat,Ag,September
2018,25.9522,CCK,Ag_Strat,Ag,September
1989,24.7,CFK,Forest,For,September
1990,25.1483,CFK,Forest,For,September
1991,26.77016667,CFK,Forest,For,September
1992,24.09305,CFK,Forest,For,September
1993,24.0409,CFK,Forest,For,September
1994,23.2463,CFK,Forest,For,September
1995,24.61435,CFK,Forest,For,September
1996,24.75725,CFK,Forest,For,September
1997,23.96095,CFK,Forest,For,September
1998,25.7685,CFK,Forest,For,September
1999,23.6929,CFK,Forest,For,September
2000,25.22855,CFK,Forest,For,September
2001,24.2179,CFK,Forest,For,September
2002,26.5753,CFK,Forest,For,September
2003,25.5284,CFK,Forest,For,September
2004,25.5105,CFK,Forest,For,September
2005,26.2179,CFK,Forest,For,September
2006,24.7574,CFK,Forest,For,September
2007,25.54423333,CFK,Forest,For,September
2008,25.7503,CFK,Forest,For,September
2009,25.2667,CFK,Forest,For,September
2010,25.60458,CFK,Forest,For,September
2014,25.5809,CFK,Forest,For,September
2015,25.6361,CFK,Forest,For,September
2016,27.3892,CFK,Forest,For,September
2017,27.6673,CFK,Forest,For,September
2018,27.9738,CFK,Forest,For,September
Row Labels,CHL,CHL,Ag_No_Strat,Ag,September
1989,22.91115,CHL,Ag_No_Strat,Ag,September
1990,24.66035,CHL,Ag_No_Strat,Ag,September
1991,24.31215,CHL,Ag_No_Strat,Ag,September
1992,22.71081667,CHL,Ag_No_Strat,Ag,September
1993,23.13061667,CHL,Ag_No_Strat,Ag,September
1994,21.69775,CHL,Ag_No_Strat,Ag,September
1995,23.572975,CHL,Ag_No_Strat,Ag,September
1996,23.29955,CHL,Ag_No_Strat,Ag,September
1997,23.39649,CHL,Ag_No_Strat,Ag,September
1998,25.59865,CHL,Ag_No_Strat,Ag,September
1999,23.76711667,CHL,Ag_No_Strat,Ag,September
2000,23.5615,CHL,Ag_No_Strat,Ag,September
2001,24.72295,CHL,Ag_No_Strat,Ag,September
2002,25.6392,CHL,Ag_No_Strat,Ag,September
2003,23.62658333,CHL,Ag_No_Strat,Ag,September
2004,24.83245,CHL,Ag_No_Strat,Ag,September
2005,25.8696,CHL,Ag_No_Strat,Ag,September
2006,22.652,CHL,Ag_No_Strat,Ag,September
2007,25.39325,CHL,Ag_No_Strat,Ag,September
2008,24.5635,CHL,Ag_No_Strat,Ag,September
2010,24.53198333,CHL,Ag_No_Strat,Ag,September
2013,24.87165,CHL,Ag_No_Strat,Ag,September
2015,23.24525,CHL,Ag_No_Strat,Ag,September
1989,22.3395,CMR,Ag_No_Strat,Ag,September
1990,22.589,CMR,Ag_No_Strat,Ag,September
1991,24.9035,CMR,Ag_No_Strat,Ag,September
1992,22.93925,CMR,Ag_No_Strat,Ag,September
1993,22.9855,CMR,Ag_No_Strat,Ag,September
1994,23.165,CMR,Ag_No_Strat,Ag,September
1995,24.7495,CMR,Ag_No_Strat,Ag,September
1996,23.77975,CMR,Ag_No_Strat,Ag,September
1997,23.11525,CMR,Ag_No_Strat,Ag,September
1998,25.5885,CMR,Ag_No_Strat,Ag,September
1999,23.5615,CMR,Ag_No_Strat,Ag,September
